DATE,LEV
7/1/1970,56.21663833
7/2/1970,56.21663833
7/3/1970,56.21663833
7/4/1970,56.21663833
7/5/1970,56.21663833
7/6/1970,56.21663833
7/7/1970,56.21663833
7/8/1970,56.21663833
7/9/1970,56.21663833
7/10/1970,56.21663833
7/11/1970,56.21663833
7/12/1970,56.21663833
7/13/1970,56.21663833
7/14/1970,56.21663833
7/15/1970,56.21663833
7/16/1970,56.21663833
7/17/1970,56.21663833
7/18/1970,56.21663833
7/19/1970,56.21663833
7/20/1970,56.21663833
7/21/1970,56.21663833
7/22/1970,56.21663833
7/23/1970,56.21663833
7/24/1970,56.21663833
7/25/1970,56.21663833
7/26/1970,56.21663833
7/27/1970,56.21663833
7/28/1970,56.21663833
7/29/1970,56.21663833
7/30/1970,56.21663833
7/31/1970,56.21663833
8/1/1970,56.21663833
8/2/1970,56.21663833
8/3/1970,56.21663833
8/4/1970,56.21663833
8/5/1970,56.21663833
8/6/1970,56.21663833
8/7/1970,56.21663833
8/8/1970,56.21663833
8/9/1970,56.21663833
8/10/1970,56.21663833
8/11/1970,56.21663833
8/12/1970,56.21663833
8/13/1970,56.21663833
8/14/1970,56.21663833
8/15/1970,56.21663833
8/16/1970,56.21663833
8/17/1970,56.21663833
8/18/1970,56.21663833
8/19/1970,56.21663833
8/20/1970,56.21663833
8/21/1970,56.21663833
8/22/1970,56.21663833
8/23/1970,56.21663833
8/24/1970,56.21663833
8/25/1970,56.21663833
8/26/1970,56.21663833
8/27/1970,56.21663833
8/28/1970,56.21663833
8/29/1970,56.21663833
8/30/1970,56.21663833
8/31/1970,56.21663833
9/1/1970,56.21663833
9/2/1970,56.21663833
9/3/1970,56.21663833
9/4/1970,56.21663833
9/5/1970,56.21663833
9/6/1970,56.21663833
9/7/1970,56.21663833
9/8/1970,56.21663833
9/9/1970,56.21663833
9/10/1970,56.21663833
9/11/1970,56.21663833
9/12/1970,56.21663833
9/13/1970,56.21663833
9/14/1970,56.21663833
9/15/1970,56.21663833
9/16/1970,56.21663833
9/17/1970,56.21663833
9/18/1970,56.21663833
9/19/1970,56.21663833
9/20/1970,56.21663833
9/21/1970,56.21663833
9/22/1970,56.21663833
9/23/1970,56.21663833
9/24/1970,56.21663833
9/25/1970,56.21663833
9/26/1970,56.21663833
9/27/1970,56.21663833
9/28/1970,56.21663833
9/29/1970,56.21663833
9/30/1970,56.21663833
10/1/1970,51.75014961
10/2/1970,51.75014961
10/3/1970,51.75014961
10/4/1970,51.75014961
10/5/1970,51.75014961
10/6/1970,51.75014961
10/7/1970,51.75014961
10/8/1970,51.75014961
10/9/1970,51.75014961
10/10/1970,51.75014961
10/11/1970,51.75014961
10/12/1970,51.75014961
10/13/1970,51.75014961
10/14/1970,51.75014961
10/15/1970,51.75014961
10/16/1970,51.75014961
10/17/1970,51.75014961
10/18/1970,51.75014961
10/19/1970,51.75014961
10/20/1970,51.75014961
10/21/1970,51.75014961
10/22/1970,51.75014961
10/23/1970,51.75014961
10/24/1970,51.75014961
10/25/1970,51.75014961
10/26/1970,51.75014961
10/27/1970,51.75014961
10/28/1970,51.75014961
10/29/1970,51.75014961
10/30/1970,51.75014961
10/31/1970,51.75014961
11/1/1970,51.75014961
11/2/1970,51.75014961
11/3/1970,51.75014961
11/4/1970,51.75014961
11/5/1970,51.75014961
11/6/1970,51.75014961
11/7/1970,51.75014961
11/8/1970,51.75014961
11/9/1970,51.75014961
11/10/1970,51.75014961
11/11/1970,51.75014961
11/12/1970,51.75014961
11/13/1970,51.75014961
11/14/1970,51.75014961
11/15/1970,51.75014961
11/16/1970,51.75014961
11/17/1970,51.75014961
11/18/1970,51.75014961
11/19/1970,51.75014961
11/20/1970,51.75014961
11/21/1970,51.75014961
11/22/1970,51.75014961
11/23/1970,51.75014961
11/24/1970,51.75014961
11/25/1970,51.75014961
11/26/1970,51.75014961
11/27/1970,51.75014961
11/28/1970,51.75014961
11/29/1970,51.75014961
11/30/1970,51.75014961
12/1/1970,51.75014961
12/2/1970,51.75014961
12/3/1970,51.75014961
12/4/1970,51.75014961
12/5/1970,51.75014961
12/6/1970,51.75014961
12/7/1970,51.75014961
12/8/1970,51.75014961
12/9/1970,51.75014961
12/10/1970,51.75014961
12/11/1970,51.75014961
12/12/1970,51.75014961
12/13/1970,51.75014961
12/14/1970,51.75014961
12/15/1970,51.75014961
12/16/1970,51.75014961
12/17/1970,51.75014961
12/18/1970,51.75014961
12/19/1970,51.75014961
12/20/1970,51.75014961
12/21/1970,51.75014961
12/22/1970,51.75014961
12/23/1970,51.75014961
12/24/1970,51.75014961
12/25/1970,51.75014961
12/26/1970,51.75014961
12/27/1970,51.75014961
12/28/1970,51.75014961
12/29/1970,51.75014961
12/30/1970,51.75014961
12/31/1970,51.75014961
1/1/1971,47.74855186
1/2/1971,47.74855186
1/3/1971,47.74855186
1/4/1971,47.74855186
1/5/1971,47.74855186
1/6/1971,47.74855186
1/7/1971,47.74855186
1/8/1971,47.74855186
1/9/1971,47.74855186
1/10/1971,47.74855186
1/11/1971,47.74855186
1/12/1971,47.74855186
1/13/1971,47.74855186
1/14/1971,47.74855186
1/15/1971,47.74855186
1/16/1971,47.74855186
1/17/1971,47.74855186
1/18/1971,47.74855186
1/19/1971,47.74855186
1/20/1971,47.74855186
1/21/1971,47.74855186
1/22/1971,47.74855186
1/23/1971,47.74855186
1/24/1971,47.74855186
1/25/1971,47.74855186
1/26/1971,47.74855186
1/27/1971,47.74855186
1/28/1971,47.74855186
1/29/1971,47.74855186
1/30/1971,47.74855186
1/31/1971,47.74855186
2/1/1971,47.74855186
2/2/1971,47.74855186
2/3/1971,47.74855186
2/4/1971,47.74855186
2/5/1971,47.74855186
2/6/1971,47.74855186
2/7/1971,47.74855186
2/8/1971,47.74855186
2/9/1971,47.74855186
2/10/1971,47.74855186
2/11/1971,47.74855186
2/12/1971,47.74855186
2/13/1971,47.74855186
2/14/1971,47.74855186
2/15/1971,47.74855186
2/16/1971,47.74855186
2/17/1971,47.74855186
2/18/1971,47.74855186
2/19/1971,47.74855186
2/20/1971,47.74855186
2/21/1971,47.74855186
2/22/1971,47.74855186
2/23/1971,47.74855186
2/24/1971,47.74855186
2/25/1971,47.74855186
2/26/1971,47.74855186
2/27/1971,47.74855186
2/28/1971,47.74855186
3/1/1971,47.74855186
3/2/1971,47.74855186
3/3/1971,47.74855186
3/4/1971,47.74855186
3/5/1971,47.74855186
3/6/1971,47.74855186
3/7/1971,47.74855186
3/8/1971,47.74855186
3/9/1971,47.74855186
3/10/1971,47.74855186
3/11/1971,47.74855186
3/12/1971,47.74855186
3/13/1971,47.74855186
3/14/1971,47.74855186
3/15/1971,47.74855186
3/16/1971,47.74855186
3/17/1971,47.74855186
3/18/1971,47.74855186
3/19/1971,47.74855186
3/20/1971,47.74855186
3/21/1971,47.74855186
3/22/1971,47.74855186
3/23/1971,47.74855186
3/24/1971,47.74855186
3/25/1971,47.74855186
3/26/1971,47.74855186
3/27/1971,47.74855186
3/28/1971,47.74855186
3/29/1971,47.74855186
3/30/1971,47.74855186
3/31/1971,47.74855186
4/1/1971,48.72088117
4/2/1971,48.72088117
4/3/1971,48.72088117
4/4/1971,48.72088117
4/5/1971,48.72088117
4/6/1971,48.72088117
4/7/1971,48.72088117
4/8/1971,48.72088117
4/9/1971,48.72088117
4/10/1971,48.72088117
4/11/1971,48.72088117
4/12/1971,48.72088117
4/13/1971,48.72088117
4/14/1971,48.72088117
4/15/1971,48.72088117
4/16/1971,48.72088117
4/17/1971,48.72088117
4/18/1971,48.72088117
4/19/1971,48.72088117
4/20/1971,48.72088117
4/21/1971,48.72088117
4/22/1971,48.72088117
4/23/1971,48.72088117
4/24/1971,48.72088117
4/25/1971,48.72088117
4/26/1971,48.72088117
4/27/1971,48.72088117
4/28/1971,48.72088117
4/29/1971,48.72088117
4/30/1971,48.72088117
5/1/1971,48.72088117
5/2/1971,48.72088117
5/3/1971,48.72088117
5/4/1971,48.72088117
5/5/1971,48.72088117
5/6/1971,48.72088117
5/7/1971,48.72088117
5/8/1971,48.72088117
5/9/1971,48.72088117
5/10/1971,48.72088117
5/11/1971,48.72088117
5/12/1971,48.72088117
5/13/1971,48.72088117
5/14/1971,48.72088117
5/15/1971,48.72088117
5/16/1971,48.72088117
5/17/1971,48.72088117
5/18/1971,48.72088117
5/19/1971,48.72088117
5/20/1971,48.72088117
5/21/1971,48.72088117
5/22/1971,48.72088117
5/23/1971,48.72088117
5/24/1971,48.72088117
5/25/1971,48.72088117
5/26/1971,48.72088117
5/27/1971,48.72088117
5/28/1971,48.72088117
5/29/1971,48.72088117
5/30/1971,48.72088117
5/31/1971,48.72088117
6/1/1971,48.72088117
6/2/1971,48.72088117
6/3/1971,48.72088117
6/4/1971,48.72088117
6/5/1971,48.72088117
6/6/1971,48.72088117
6/7/1971,48.72088117
6/8/1971,48.72088117
6/9/1971,48.72088117
6/10/1971,48.72088117
6/11/1971,48.72088117
6/12/1971,48.72088117
6/13/1971,48.72088117
6/14/1971,48.72088117
6/15/1971,48.72088117
6/16/1971,48.72088117
6/17/1971,48.72088117
6/18/1971,48.72088117
6/19/1971,48.72088117
6/20/1971,48.72088117
6/21/1971,48.72088117
6/22/1971,48.72088117
6/23/1971,48.72088117
6/24/1971,48.72088117
6/25/1971,48.72088117
6/26/1971,48.72088117
6/27/1971,48.72088117
6/28/1971,48.72088117
6/29/1971,48.72088117
6/30/1971,48.72088117
7/1/1971,50.41201033
7/2/1971,50.41201033
7/3/1971,50.41201033
7/4/1971,50.41201033
7/5/1971,50.41201033
7/6/1971,50.41201033
7/7/1971,50.41201033
7/8/1971,50.41201033
7/9/1971,50.41201033
7/10/1971,50.41201033
7/11/1971,50.41201033
7/12/1971,50.41201033
7/13/1971,50.41201033
7/14/1971,50.41201033
7/15/1971,50.41201033
7/16/1971,50.41201033
7/17/1971,50.41201033
7/18/1971,50.41201033
7/19/1971,50.41201033
7/20/1971,50.41201033
7/21/1971,50.41201033
7/22/1971,50.41201033
7/23/1971,50.41201033
7/24/1971,50.41201033
7/25/1971,50.41201033
7/26/1971,50.41201033
7/27/1971,50.41201033
7/28/1971,50.41201033
7/29/1971,50.41201033
7/30/1971,50.41201033
7/31/1971,50.41201033
8/1/1971,50.41201033
8/2/1971,50.41201033
8/3/1971,50.41201033
8/4/1971,50.41201033
8/5/1971,50.41201033
8/6/1971,50.41201033
8/7/1971,50.41201033
8/8/1971,50.41201033
8/9/1971,50.41201033
8/10/1971,50.41201033
8/11/1971,50.41201033
8/12/1971,50.41201033
8/13/1971,50.41201033
8/14/1971,50.41201033
8/15/1971,50.41201033
8/16/1971,50.41201033
8/17/1971,50.41201033
8/18/1971,50.41201033
8/19/1971,50.41201033
8/20/1971,50.41201033
8/21/1971,50.41201033
8/22/1971,50.41201033
8/23/1971,50.41201033
8/24/1971,50.41201033
8/25/1971,50.41201033
8/26/1971,50.41201033
8/27/1971,50.41201033
8/28/1971,50.41201033
8/29/1971,50.41201033
8/30/1971,50.41201033
8/31/1971,50.41201033
9/1/1971,50.41201033
9/2/1971,50.41201033
9/3/1971,50.41201033
9/4/1971,50.41201033
9/5/1971,50.41201033
9/6/1971,50.41201033
9/7/1971,50.41201033
9/8/1971,50.41201033
9/9/1971,50.41201033
9/10/1971,50.41201033
9/11/1971,50.41201033
9/12/1971,50.41201033
9/13/1971,50.41201033
9/14/1971,50.41201033
9/15/1971,50.41201033
